,TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
3690,20180201181839,1,56,18,2,0,0,0
3691,20180201181839,2,56,20,1,0,0,0
3692,20180201181841,1,56,19,2,0,0,0
3693,20180201181842,1,85,19,2,60,0,0
3694,20180201181851,1,52,19,2,0,0,0
3695,20180201181853,1,67,18,1,0,0,0
3696,20180201181853,2,53,20,2,0,0,0
3697,20180201181867,1,46,19,1,0,0,0
3698,20180201181873,1,80,18,2,0,0,0
3699,20180201181873,2,35,23,2,0,0,0
3700,20180201181873,3,53,26,1,0,0,0
3701,20180201181873,4,16,26,1,0,0,0
3702,20180201181873,5,14,26,1,0,0,0
3703,20180201181875,1,46,18,1,0,0,0
3704,20180201181875,2,43,20,2,0,0,0
3705,20180201181875,3,6,22,2,0,0,0
3706,20180201181876,1,79,18,2,0,0,0
3707,20180201181876,2,45,26,1,0,0,0
3708,20180201181876,3,48,22,2,0,0,0
3709,20180201181876,4,13,23,2,0,0,0
3710,20180201181876,5,11,23,2,0,0,0
3711,20180201181884,1,46,18,1,0,0,0
3712,20180201181884,2,42,20,2,0,0,0
3713,20180201181884,3,13,22,1,0,0,0
3714,20180201181884,4,11,22,2,0,0,0
3715,20180201181891,1,15,18,2,0,0,0
3716,20180201181891,2,36,24,2,0,0,0
3717,20180201181891,3,7,25,2,0,0,0
3718,20180201181891,4,5,25,2,0,0,0
3719,20180201181892,1,39,18,2,0,0,0
3720,20180201181892,2,37,20,1,0,0,0
3721,20180201181892,3,7,22,1,0,0,0
3722,20180201181892,4,4,22,1,0,0,0
3723,20180201181900,1,60,19,1,0,0,0
3724,20180201181909,1,23,19,1,0,0,0
3725,20180201181912,1,44,18,1,0,0,0
3726,20180201181912,2,45,20,2,0,0,0
3727,20180201181912,3,24,22,2,0,0,0
3728,20180201181912,4,16,22,2,0,0,0
3729,20180201181913,1,63,18,2,0,0,0
3730,20180201181913,2,64,20,1,0,0,0
3731,20180201181914,1,19,19,1,0,0,0
3732,20180201181914,2,19,29,1,0,0,0
3733,20180201181914,3,20,29,1,0,0,0
3734,20180201181919,1,73,19,2,0,0,0
3735,20180201181921,1,41,18,1,0,0,0
3736,20180201181921,2,40,20,2,0,0,0
3737,20180201181921,3,13,22,1,0,0,0
3738,20180201181921,4,11,22,1,0,0,0
3739,20180201181923,1,59,18,2,0,0,0
3740,20180201181923,2,65,20,1,0,0,0
3741,20180201181936,1,47,18,1,0,0,0
3742,20180201181936,2,48,20,2,0,0,0
3743,20180201181936,3,17,22,1,0,0,0
3744,20180201181941,1,63,19,2,0,0,0
3745,20180201181945,1,15,18,1,0,0,0
3746,20180201181945,2,39,24,2,0,0,0
3747,20180201181945,3,19,25,1,0,0,0
3748,20180201181945,4,4,25,1,0,0,0
3749,20180201181947,1,45,18,2,0,0,0
3750,20180201181947,2,51,20,1,0,0,0
3751,20180201181950,1,37,18,2,0,0,0
3752,20180201181950,2,20,22,2,0,0,0
3753,20180201181950,3,17,22,2,0,0,0
3754,20180201181950,4,16,22,1,0,0,0
3755,20180201181950,5,15,22,1,0,0,0
3756,20180201181950,7,4,23,1,0,0,0
3757,20180201181957,1,37,18,2,0,0,0
3758,20180201181957,2,11,22,2,0,0,0
3759,20180201181961,1,66,19,2,0,0,0
3760,20180201181963,1,66,19,2,0,0,0
3761,20180201181971,1,66,19,1,0,0,0
3762,20180201181973,1,48,18,1,0,0,0
3763,20180201181973,2,47,20,2,0,0,0
3764,20180201181973,3,22,22,1,0,0,0
3765,20180201181973,4,18,22,1,0,0,0
3766,20180201181974,1,41,18,2,0,0,0
3767,20180201181974,2,44,20,1,0,0,0
3768,20180201181974,4,10,22,2,0,0,0
3769,20180201181974,5,7,22,1,0,0,0
3770,20180201181975,1,22,18,1,0,0,0
3771,20180201181975,2,54,24,2,0,0,0
3772,20180201181975,3,54,24,1,0,0,0
3773,20180201181975,4,23,25,1,0,0,0
3774,20180201181975,5,18,25,2,0,0,0
3775,20180201181983,1,65,18,2,0,0,0
3776,20180201181983,2,59,20,1,0,0,0
3777,20180201181984,1,65,18,2,0,0,0
3778,20180201181984,2,68,20,1,0,0,0
3779,20180201181985,1,51,18,2,0,0,0
3780,20180201181985,2,53,20,1,0,0,0
3781,20180201181985,3,10,22,2,0,0,0
3782,20180201181985,4,11,22,1,0,0,0
3783,20180201181989,1,61,18,1,0,0,0
3784,20180201181989,2,61,20,2,0,0,0
3785,20180201181989,3,22,22,1,0,0,0
3786,20180201181989,4,18,22,2,0,0,0
3787,20180201181992,1,60,18,2,0,0,0
3788,20180201181992,2,64,20,1,0,0,0
3789,20180201182011,1,36,18,2,0,0,0
3790,20180201182011,2,15,22,2,0,0,0
3791,20180201182011,3,1,22,1,0,0,0
3792,20180201182023,1,51,18,1,0,0,0
3793,20180201182023,2,22,22,1,0,0,0
3794,20180201182034,1,68,19,2,0,0,0
3795,20180201182037,1,31,18,2,0,0,0
3796,20180201182037,2,32,20,1,0,0,0
3797,20180201182037,3,3,22,2,0,0,0
3798,20180201182037,4,0,22,2,0,0,0
3799,20180201182044,1,63,18,2,0,0,0
3800,20180201182044,2,66,20,1,0,0,0
3801,20180201182045,1,54,18,2,0,0,0
3802,20180201182045,2,65,20,1,0,0,0
3803,20180201182045,3,17,22,2,0,0,0
3804,20180201182046,1,71,19,1,0,0,0
3805,20180201182046,2,44,22,1,0,0,0
3806,20180201182046,4,45,22,1,0,0,0
3807,20180201182051,1,54,18,2,0,0,0
3808,20180201182051,2,56,20,1,0,0,0
3809,20180201182051,5,15,22,2,0,0,0
3810,20180201182055,1,53,18,2,0,0,0
3811,20180201182055,2,51,20,1,0,0,0
3812,20180201182055,3,21,22,2,0,0,0
3813,20180201182055,4,18,22,1,0,0,0
3814,20180201182061,1,31,18,2,0,0,0
3815,20180201182061,2,28,20,1,0,0,0
3816,20180201182064,1,29,18,2,0,0,0
3817,20180201182064,2,38,20,1,0,0,0
3818,20180201182065,1,35,18,1,0,0,0
3819,20180201182065,2,28,20,2,0,0,0
3820,20180201182065,3,1,22,2,0,0,0
3821,20180201182071,1,35,18,2,0,0,0
3822,20180201182071,2,80,24,1,0,0,0
3823,20180201182073,1,60,18,2,0,0,0
3824,20180201182073,2,64,20,1,0,0,0
3825,20180201182074,1,85,19,1,60,0,0
3826,20180201182075,1,70,19,1,0,0,0
3827,20180201182077,1,41,18,1,0,0,0
3828,20180201182077,2,12,22,1,0,0,0
3829,20180201182078,1,59,18,2,0,0,0
3830,20180201182078,2,61,20,1,0,0,0
3831,20180201182080,1,30,18,1,0,0,0
3832,20180201182080,2,19,20,2,0,0,0
3833,20180201182080,3,4,22,1,0,0,0
3834,20180201182084,1,65,19,2,0,0,0
3835,20180201182099,1,62,18,1,0,0,0
3836,20180201182099,2,63,20,2,0,0,0
3837,20180201182099,3,29,22,1,0,0,0
3838,20180201182099,4,27,22,1,0,0,0
3839,20180201182099,6,5,23,1,0,0,0
3840,20180201182099,7,0,23,2,0,0,0
3841,20180201182099,8,29,26,2,0,0,0
3842,20180201182099,9,10,23,2,0,0,0
3843,20180201182099,10,11,23,2,0,0,0
3844,20180201182099,11,12,23,1,0,0,0
3845,20180201182101,1,38,18,1,0,0,0
3846,20180201182101,2,39,20,2,0,0,0
3847,20180201182101,3,5,22,2,0,0,0
3848,20180201182101,4,2,22,1,0,0,0
3849,20180201182103,1,63,18,1,0,0,0
3850,20180201182103,2,63,20,2,0,0,0
3851,20180201182109,1,53,18,2,0,0,0
3852,20180201182109,2,56,20,1,0,0,0
3853,20180201182112,1,17,18,1,0,0,0
3854,20180201182112,2,38,24,2,0,0,0
3855,20180201182112,3,37,24,1,0,0,0
3856,20180201182112,4,11,25,1,0,0,0
3857,20180201182112,5,11,25,2,0,0,0
3858,20180201182114,1,36,18,1,0,0,0
3859,20180201182114,2,29,20,2,0,0,0
3860,20180201182114,3,1,22,1,0,0,0
3861,20180201182114,4,0,22,1,0,0,0
3862,20180201182117,1,37,18,1,0,0,0
3863,20180201182117,2,37,20,2,0,0,0
3864,20180201182117,4,12,22,1,0,0,0
3865,20180201182117,5,9,22,2,0,0,0
3866,20180201182124,1,66,18,1,0,0,0
3867,20180201182124,2,66,20,2,0,0,0
3868,20180201182124,3,9,23,2,0,0,0
3869,20180201182128,1,58,19,1,0,0,0
3870,20180201182130,1,65,19,2,0,0,0
3871,20180201182130,2,65,21,1,0,0,0
3872,20180201182135,1,68,19,2,0,0,0
3873,20180201182135,3,28,30,2,0,0,0
3874,20180201182138,1,80,19,2,0,0,0
3875,20180201182139,1,56,19,2,0,0,0
3876,20180201182142,1,59,18,1,0,0,0
3877,20180201182142,2,57,20,2,0,0,0
3878,20180201182142,3,32,22,1,0,0,0
3879,20180201182144,1,43,18,1,0,0,0
3880,20180201182144,2,76,24,1,0,0,0
3881,20180201182144,3,38,21,2,0,0,0
3882,20180201182146,1,85,19,2,60,0,0
3883,20180201182147,1,80,19,1,0,0,0
3884,20180201182148,1,85,19,2,60,0,0
3885,20180201182150,1,30,18,2,0,0,0
3886,20180201182150,2,8,22,1,0,0,0
3887,20180201182151,1,71,19,2,0,0,0
3888,20180201182160,1,32,18,2,0,0,0
3889,20180201182160,2,31,20,1,0,0,0
3890,20180201182160,3,3,22,2,0,0,0
3891,20180201182163,1,74,18,2,0,0,0
3892,20180201182163,2,20,23,2,0,0,0
3893,20180201182164,1,24,18,2,0,0,0
3894,20180201182164,2,12,22,2,0,0,0
3895,20180201182164,3,1,22,2,0,0,0
3896,20180201182164,4,32,30,1,0,0,0
3897,20180201182166,1,59,19,1,0,0,0
3898,20180201182173,1,27,18,1,0,0,0
3899,20180201182173,2,27,20,2,0,0,0
3900,20180201182173,3,1,22,1,0,0,0
3901,20180201182174,1,60,18,1,0,0,0
3902,20180201182174,2,56,20,2,0,0,0
3903,20180201182180,1,60,19,1,0,0,0
3904,20180201182180,2,61,21,2,0,0,0
3905,20180201182180,3,68,30,1,0,0,0
3906,20180201182182,1,54,18,1,0,0,0
3907,20180201182182,2,54,20,2,0,0,0
3908,20180201182200,1,80,18,1,0,0,0
3909,20180201182200,2,66,20,2,0,0,0
3910,20180201182201,1,76,18,1,0,0,0
3911,20180201182201,2,76,20,2,0,0,0
3912,20180201182205,1,67,18,1,0,0,0
3913,20180201182205,2,63,20,2,0,0,0
3914,20180201182205,3,32,22,1,0,0,0
3915,20180201182206,1,26,19,1,0,0,0
3916,20180201182206,2,61,26,2,0,0,0
3917,20180201182206,3,19,26,2,0,0,0
3918,20180201182206,4,85,26,1,60,0,0
3919,20180201182206,5,28,25,1,0,0,0
3920,20180201182206,6,30,26,1,0,0,0
3921,20180201182214,1,49,18,2,0,0,0
3922,20180201182214,2,52,20,1,0,0,0
3923,20180201182214,3,17,22,1,0,0,0
3924,20180201182214,4,15,22,2,0,0,0
3925,20180201182217,1,35,18,2,0,0,0
3926,20180201182217,2,34,20,1,0,0,0
3927,20180201182217,3,0,22,2,0,0,0
3928,20180201182222,1,45,18,1,0,0,0
3929,20180201182222,2,41,20,2,0,0,0
3930,20180201182222,3,4,22,1,0,0,0
3931,20180201182222,4,1,22,2,0,0,0
3932,20180201182224,1,57,19,1,0,0,0
3933,20180201182225,1,65,18,1,0,0,0
3934,20180201182225,2,62,20,2,0,0,0
3935,20180201182228,1,56,19,2,0,0,0
3936,20180201182238,1,17,18,1,0,0,0
3937,20180201182238,2,40,24,1,0,0,0
3938,20180201182238,3,40,24,2,0,0,0
3939,20180201182238,4,17,25,1,0,0,0
3940,20180201182238,5,4,25,2,0,0,0
3941,20180201182238,6,13,25,1,0,0,0
3942,20180201182239,1,74,19,1,0,0,0
3943,20180201182246,1,70,18,1,0,0,0
3944,20180201182246,2,65,20,2,0,0,0
3945,20180201182246,3,45,22,2,0,0,0
3946,20180201182246,4,13,23,2,0,0,0
3947,20180201182246,5,52,26,1,0,0,0
3948,20180201182256,1,27,18,1,0,0,0
3949,20180201182256,2,26,25,1,0,0,0
3950,20180201182257,1,44,18,1,0,0,0
3951,20180201182257,2,44,20,2,0,0,0
3952,20180201182257,3,11,22,2,0,0,0
3953,20180201182257,4,5,22,2,0,0,0
3954,20180201182258,1,46,19,1,0,0,0
3955,20180201182264,1,39,18,2,0,0,0
3956,20180201182264,2,43,20,1,0,0,0
3957,20180201182264,3,12,22,2,0,0,0
3958,20180201182271,1,69,18,2,0,0,0
3959,20180201182271,2,73,20,1,0,0,0
3960,20180201182277,1,35,18,2,0,0,0
3961,20180201182277,2,35,20,1,0,0,0
3962,20180201182277,3,8,22,1,0,0,0
3963,20180201182277,4,6,22,2,0,0,0
3964,20180201182277,5,3,22,1,0,0,0
3965,20180201182282,1,32,18,2,0,0,0
3966,20180201182282,2,32,20,1,0,0,0
3967,20180201182282,3,14,22,2,0,0,0
3968,20180201182282,4,9,22,2,0,0,0
3969,20180201182282,5,0,22,1,0,0,0
3970,20180201182283,1,43,18,2,0,0,0
3971,20180201182283,2,21,22,1,0,0,0
3972,20180201182294,1,47,18,1,0,0,0
3973,20180201182294,2,16,22,1,0,0,0
3974,20180201182294,3,14,22,2,0,0,0
3975,20180201182294,4,12,22,1,0,0,0
3976,20180201182294,5,40,28,2,0,0,0
3977,20180201182297,1,80,19,2,0,0,0
3978,20180201182299,1,17,18,2,0,0,0
3979,20180201182299,2,56,24,2,0,0,0
3980,20180201182303,1,69,18,2,0,0,0
3981,20180201182303,2,71,20,1,0,0,0
3982,20180201182308,1,80,19,2,0,0,0
3983,20180201182318,1,32,18,1,0,0,0
3984,20180201182318,2,47,20,2,0,0,0
3985,20180201182323,1,47,19,1,0,0,0
3986,20180201182326,1,34,18,2,0,0,0
3987,20180201182326,2,37,20,1,0,0,0
3988,20180201182326,3,5,22,2,0,0,0
3989,20180201182329,1,60,19,2,0,0,0
3990,20180201182333,1,63,19,2,0,0,0
3991,20180201182348,1,48,18,1,0,0,0
3992,20180201182348,2,47,20,2,0,0,0
3993,20180201182348,3,13,22,2,0,0,0
3994,20180201182348,4,8,22,2,0,0,0
3995,20180201182350,1,40,18,2,0,0,0
3996,20180201182350,2,47,20,1,0,0,0
3997,20180201182350,3,12,22,2,0,0,0
3998,20180201182350,4,10,22,2,0,0,0
3999,20180201182357,1,19,19,1,0,0,0
4000,20180201182363,1,67,19,2,0,0,0
4001,20180201182367,1,53,18,2,0,0,0
4002,20180201182367,2,61,20,1,0,0,0
4003,20180201182367,3,23,22,1,0,0,0
4004,20180201182367,4,17,22,1,0,0,0
4005,20180201182368,1,30,19,1,0,0,0
4006,20180201182368,2,6,40,2,0,0,0
4007,20180201182368,3,9,40,2,0,0,0
4008,20180201182372,1,57,18,2,0,0,0
4009,20180201182372,2,80,24,2,0,0,0
4010,20180201182372,3,13,23,1,0,0,0
4011,20180201182375,1,62,18,1,0,0,0
4012,20180201182375,2,62,20,2,0,0,0
4013,20180201182375,3,28,26,1,0,0,0
4014,20180201182376,1,50,19,2,0,0,0
4015,20180201182376,2,60,30,1,0,0,0
4016,20180201182380,1,65,18,2,0,0,0
4017,20180201182380,2,40,22,1,0,0,0
4018,20180201182380,3,66,20,1,0,0,0
4019,20180201182385,1,50,18,2,0,0,0
4020,20180201182385,2,51,20,1,0,0,0
4021,20180201182385,3,16,22,1,0,0,0
4022,20180201182385,4,19,22,2,0,0,0
4023,20180201182388,1,54,19,1,0,0,0
4024,20180201182390,1,85,19,1,60,0,0
4025,20180201182390,2,72,28,1,0,0,0
4026,20180201182394,1,30,18,1,0,0,0
4027,20180201182394,2,30,20,2,0,0,0
4028,20180201182394,3,3,22,2,0,0,0
4029,20180201182396,1,49,18,1,0,0,0
4030,20180201182396,2,42,20,2,0,0,0
4031,20180201182396,3,8,22,2,0,0,0
4032,20180201182397,1,59,18,2,0,0,0
4033,20180201182397,2,69,20,1,0,0,0
4034,20180201182397,3,15,22,2,0,0,0
4035,20180201182399,1,66,19,1,0,0,0
4036,20180201182418,1,26,18,2,0,0,0
4037,20180201182418,2,27,21,1,0,0,0
4038,20180201182419,1,71,18,1,0,0,0
4039,20180201182419,2,70,20,2,0,0,0
4040,20180201182423,1,54,18,1,0,0,0
4041,20180201182423,2,33,20,2,0,0,0
4042,20180201182423,3,7,22,1,0,0,0
4043,20180201182425,1,75,19,2,0,0,0
4044,20180201182431,1,42,18,2,0,0,0
4045,20180201182431,2,44,20,1,0,0,0
4046,20180201182431,3,15,22,1,0,0,0
4047,20180201182431,4,13,22,1,0,0,0
4048,20180201182431,5,7,22,1,0,0,0
4049,20180201182431,6,4,22,1,0,0,0
4050,20180201182432,1,45,18,1,0,0,0
4051,20180201182432,2,50,20,2,0,0,0
4052,20180201182432,3,4,22,2,0,0,0
4053,20180201182434,1,28,18,1,0,0,0
4054,20180201182434,2,28,20,2,0,0,0
4055,20180201182438,1,69,18,1,0,0,0
4056,20180201182438,2,71,20,2,0,0,0
4057,20180201182443,1,67,18,2,0,0,0
4058,20180201182443,2,60,20,1,0,0,0
4059,20180201182443,3,28,22,2,0,0,0
4060,20180201182443,4,27,22,1,0,0,0
4061,20180201182443,5,0,23,2,0,0,0
4062,20180201182448,1,70,19,2,0,0,0
4063,20180201182457,1,16,18,1,0,0,0
4064,20180201182457,2,42,24,1,0,0,0
4065,20180201182457,3,45,24,2,0,0,0
4066,20180201182460,1,56,18,2,0,0,0
4067,20180201182460,2,16,22,2,0,0,0
4068,20180201182461,1,61,18,1,0,0,0
4069,20180201182461,2,62,20,2,0,0,0
4070,20180201182462,1,66,19,2,0,0,0
4071,20180201182469,1,40,18,1,0,0,0
4072,20180201182469,2,40,20,2,0,0,0
4073,20180201182469,3,15,22,1,0,0,0
4074,20180201182469,4,3,22,1,0,0,0
4075,20180201182469,5,5,22,2,0,0,0
4076,20180201182470,1,69,18,1,0,0,0
4077,20180201182470,2,68,20,2,0,0,0
4078,20180201182473,1,41,18,2,0,0,0
4079,20180201182473,2,69,20,1,0,0,0
4080,20180201182473,3,16,22,2,0,0,0
4081,20180201182478,1,40,18,2,0,0,0
4082,20180201182478,2,19,22,1,0,0,0
4083,20180201182478,3,12,22,1,0,0,0
4084,20180201182478,4,22,26,1,0,0,0
4085,20180201182483,1,33,18,2,0,0,0
4086,20180201182483,2,14,22,2,0,0,0
4087,20180201182483,3,8,22,2,0,0,0
4088,20180201182483,4,6,22,1,0,0,0
4089,20180201182499,1,24,18,2,0,0,0
4090,20180201182499,2,4,22,2,0,0,0
4091,20180201182499,3,1,22,2,0,0,0
4092,20180201182509,1,70,19,1,0,0,0
4093,20180201182511,1,17,18,2,0,0,0
4094,20180201182511,2,59,24,1,0,0,0
4095,20180201182521,1,38,18,1,0,0,0
4096,20180201182521,2,35,20,2,0,0,0
4097,20180201182521,3,9,22,1,0,0,0
4098,20180202180016,1,39,19,1,0,0,0
4099,20180202180083,1,69,19,2,0,0,0
4100,20180202180145,1,80,19,2,0,0,0
4101,20180202180554,1,35,18,1,0,0,0
4102,20180202180554,2,32,20,2,0,0,0
4103,20180202180554,3,9,22,2,0,0,0
4104,20180202180554,4,5,22,1,0,0,0
4105,20180202180554,5,3,22,2,0,0,0
4106,20180202180569,1,65,18,2,0,0,0
4107,20180202180569,2,62,20,1,0,0,0
4108,20180202180569,3,32,22,1,0,0,0
4109,20180202180571,1,54,19,1,0,0,0
4110,20180202180589,1,37,18,2,0,0,0
4111,20180202180589,2,21,22,2,0,0,0
4112,20180202180589,3,9,22,1,0,0,0
4113,20180202180589,4,2,23,2,0,0,0
4114,20180202180600,1,66,19,2,0,0,0
4115,20180202180780,1,46,18,2,0,0,0
4116,20180202180780,2,53,21,1,0,0,0
4117,20180202180786,1,64,18,2,0,0,0
4118,20180202180786,2,68,20,1,0,0,0
4119,20180202180835,1,57,18,1,0,0,0
4120,20180202180835,2,46,20,2,0,0,0
4121,20180202180835,3,12,22,2,0,0,0
4122,20180202180872,1,55,18,1,0,0,0
4123,20180202180872,2,46,20,2,0,0,0
4124,20180202180970,1,73,18,1,0,0,0
4125,20180202180970,2,72,20,2,0,0,0
4126,20180202180990,1,42,18,2,0,0,0
4127,20180202180990,2,18,22,1,0,0,0
4128,20180202181014,1,65,18,1,0,0,0
4129,20180202181014,2,64,20,2,0,0,0
4130,20180202181014,3,14,23,1,0,0,0
4131,20180202181014,4,11,23,1,0,0,0
4132,20180202181076,1,75,19,1,0,0,0
4133,20180202181097,1,24,19,2,0,0,0
4134,20180202181161,1,68,19,2,0,0,0
4135,20180202181190,1,36,18,2,0,0,0
4136,20180202181190,2,49,20,1,0,0,0
4137,20180202181190,3,16,22,1,0,0,0
4138,20180202181194,1,35,19,1,0,0,0
4139,20180202181209,1,34,19,1,0,0,0
4140,20180202181209,2,27,21,2,0,0,0
4141,20180202181228,1,32,18,2,0,0,0
4142,20180202181228,2,8,22,2,0,0,0
4143,20180202181231,1,74,19,2,0,0,0
4144,20180202181335,1,39,19,2,0,0,0
4145,20180202181335,2,58,20,1,0,0,0
4146,20180202181375,1,32,18,1,0,0,0
4147,20180202181375,2,32,20,2,0,0,0
4148,20180202181375,3,1,22,1,0,0,0
4149,20180202181375,4,3,22,2,0,0,0
4150,20180202181377,1,38,18,2,0,0,0
4151,20180202181377,2,49,20,1,0,0,0
4152,20180202181377,3,15,22,1,0,0,0
4153,20180202181377,4,9,22,1,0,0,0
4154,20180202181377,5,71,26,2,0,0,0
4155,20180202181411,1,60,18,2,0,0,0
4156,20180202181411,2,56,20,1,0,0,0
4157,20180202181411,3,25,22,1,0,0,0
4158,20180202181445,1,63,18,2,0,0,0
4159,20180202181445,2,64,20,1,0,0,0
4160,20180202181486,1,80,19,2,0,0,0
4161,20180202181494,1,37,18,1,0,0,0
4162,20180202181494,2,33,20,2,0,0,0
4163,20180202181494,3,0,22,2,0,0,0
4164,20180202181512,1,49,18,2,0,0,0
4165,20180202181512,2,52,20,1,0,0,0
4166,20180202181512,3,11,22,1,0,0,0
4167,20180202181512,4,13,22,1,0,0,0
4168,20180202181516,1,60,19,1,0,0,0
4169,20180202181547,1,33,18,1,0,0,0
4170,20180202181547,2,28,20,2,0,0,0
4171,20180202181547,3,7,22,1,0,0,0
4172,20180202181547,4,3,22,2,0,0,0
4173,20180202181547,5,1,22,1,0,0,0
4174,20180202181547,6,0,22,2,0,0,0
4175,20180202181558,1,42,18,2,0,0,0
4176,20180202181558,2,19,22,1,0,0,0
4177,20180202181558,3,16,22,2,0,0,0
4178,20180202181558,4,14,22,1,0,0,0
4179,20180202181638,1,72,18,1,0,0,0
4180,20180202181638,2,56,20,2,0,0,0
4181,20180202181646,1,48,18,1,0,0,0
4182,20180202181646,2,46,20,2,0,0,0
4183,20180202181646,3,14,22,2,0,0,0
4184,20180202181646,4,11,22,2,0,0,0
4185,20180202181675,1,57,19,1,0,0,0
4186,20180202181696,1,57,18,1,0,0,0
4187,20180202181696,2,65,20,2,0,0,0
4188,20180202181744,1,36,18,2,0,0,0
4189,20180202181744,2,44,20,1,0,0,0
4190,20180202181744,3,11,22,2,0,0,0
4191,20180202181744,4,1,22,1,0,0,0
4192,20180202181784,1,59,18,2,0,0,0
4193,20180202181784,2,63,20,1,0,0,0
4194,20180202181784,3,24,22,1,0,0,0
4195,20180202181784,4,23,30,2,0,0,0
4196,20180202181784,5,21,22,2,0,0,0
4197,20180202181799,1,28,18,1,0,0,0
4198,20180202181799,2,27,20,2,0,0,0
4199,20180202181799,3,2,22,1,0,0,0
4200,20180202181799,4,1,22,2,0,0,0
4201,20180202181860,1,74,19,2,0,0,0
4202,20180202181862,1,34,18,2,0,0,0
4203,20180202181862,2,40,20,1,0,0,0
4204,20180202181862,3,12,22,1,0,0,0
4205,20180202181862,4,7,22,1,0,0,0
4206,20180202181862,5,2,22,1,0,0,0
4207,20180202181882,1,36,18,1,0,0,0
4208,20180202181882,2,33,20,2,0,0,0
4209,20180202181882,3,3,22,1,0,0,0
4210,20180202181882,4,1,22,2,0,0,0
4211,20180202181921,1,15,18,1,0,0,0
4212,20180202181921,2,46,24,2,0,0,0
4213,20180202181921,3,52,24,1,0,0,0
4214,20180202181926,1,32,18,2,0,0,0
4215,20180202181926,2,11,22,2,0,0,0
4216,20180202181926,3,34,21,1,0,0,0
4217,20180202181926,4,15,30,1,0,0,0
4218,20180202181940,1,54,19,1,0,0,0
4219,20180202181985,1,63,19,2,0,0,0
4220,20180202182001,1,27,18,2,0,0,0
4221,20180202182001,2,61,24,2,0,0,0
4222,20180202182001,3,67,24,1,0,0,0
4223,20180202182014,1,49,18,1,0,0,0
4224,20180202182014,2,42,20,2,0,0,0
4225,20180202182014,3,9,22,2,0,0,0
4226,20180202182033,1,44,18,2,0,0,0
4227,20180202182033,2,17,22,2,0,0,0
4228,20180202182033,3,15,22,2,0,0,0
4229,20180202182054,1,73,18,1,0,0,0
4230,20180202182054,2,62,20,2,0,0,0
4231,20180202182054,3,32,22,2,0,0,0
4232,20180202182054,4,1,23,1,0,0,0
4233,20180202182070,1,59,18,1,0,0,0
4234,20180202182070,2,80,24,1,0,0,0
4235,20180202182164,1,58,19,2,0,0,0
4236,20180202182185,1,78,18,1,0,0,0
4237,20180202182185,2,75,20,2,0,0,0
4238,20180202182202,1,22,18,2,0,0,0
4239,20180202182202,2,42,24,2,0,0,0
4240,20180202182225,1,32,18,1,0,0,0
4241,20180202182225,2,32,20,2,0,0,0
4242,20180202182225,3,9,22,1,0,0,0
4243,20180202182225,4,7,22,2,0,0,0
4244,20180202182259,1,36,18,1,0,0,0
4245,20180202182259,2,29,20,2,0,0,0
4246,20180202182259,3,3,22,2,0,0,0
4247,20180202182271,1,71,18,1,0,0,0
4248,20180202182271,2,68,20,2,0,0,0
4249,20180202182308,1,60,19,1,0,0,0
4250,20180202182311,1,85,19,2,60,0,0
4251,20180202182358,1,18,18,2,0,0,0
4252,20180202182358,2,47,24,1,0,0,0
4253,20180202182358,3,42,24,2,0,0,0
4254,20180202182452,1,72,19,1,0,0,0
4255,20180202182460,1,46,18,1,0,0,0
4256,20180202182460,2,14,22,2,0,0,0
4257,20180202182460,3,14,22,1,0,0,0
4258,20180211170021,1,61,19,2,0,0,0
4259,20180211170989,1,42,18,2,0,0,0
4260,20180211170989,2,43,20,1,0,0,0
4261,20180211170989,3,11,22,2,0,0,0
4262,20180211170989,4,10,22,1,0,0,0
4263,20180211171418,1,51,18,2,0,0,0
4264,20180211171418,2,57,20,1,0,0,0
4265,20180211171952,1,67,18,1,0,0,0
4266,20180211171952,2,63,25,1,0,0,0
4267,20180211172018,1,18,18,2,0,0,0
4268,20180211172018,2,48,24,2,0,0,0
4269,20180211172018,3,49,24,1,0,0,0
4270,20180211172018,4,23,25,2,0,0,0
4271,20180211172089,1,65,18,2,0,0,0
4272,20180211172089,2,65,20,1,0,0,0
4273,20180211172123,1,29,18,1,0,0,0
4274,20180211172123,2,25,20,2,0,0,0
4275,20180211172123,3,8,22,1,0,0,0
4276,20180211172123,4,4,22,1,0,0,0
4277,20180211172123,5,0,22,1,0,0,0
4278,20180211172295,1,32,18,1,0,0,0
4279,20180211172295,2,66,24,1,0,0,0
4280,20180211172295,3,59,24,2,0,0,0
4281,20180211172370,1,18,18,1,0,0,0
4282,20180211172370,2,45,24,2,0,0,0
4283,20180211172370,3,21,25,2,0,0,0
4284,20180211172370,4,19,25,1,0,0,0
4285,20180211172370,5,12,25,1,0,0,0
4286,20180211172370,6,7,25,1,0,0,0
4287,20180211172370,7,7,25,1,0,0,0
4288,20180211172370,8,2,25,2,0,0,0
4289,20180211172370,9,2,25,2,0,0,0
4290,20180211172376,1,35,18,2,0,0,0
4291,20180211172376,2,35,20,1,0,0,0
4292,20180211172376,3,4,22,1,0,0,0
4293,20180211172376,4,3,22,2,0,0,0
4294,20180211172376,5,0,22,1,0,0,0
4295,20180212170106,1,72,18,2,0,0,0
