,TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
21955,20181110180975,2,75,20,1,0,0,0
21956,20181110180979,1,77,18,2,0,0,0
21957,20181110180979,2,77,20,1,0,0,0
21958,20181110180981,1,80,18,2,0,0,0
21959,20181110180981,2,80,20,1,0,0,0
21960,20181110180981,3,63,22,2,0,0,0
21961,20181110180981,4,21,26,1,0,0,0
21962,20181110180989,1,46,18,1,0,0,0
21963,20181110180989,2,44,20,2,0,0,0
21964,20181110180989,3,12,22,1,0,0,0
21965,20181110180989,4,9,22,1,0,0,0
21966,20181110180990,1,52,19,1,0,0,0
21967,20181110180994,1,67,18,2,0,0,0
21968,20181110180994,2,69,20,1,0,0,0
21969,20181110180995,1,59,18,1,0,0,0
21970,20181110180995,2,59,20,2,0,0,0
21971,20181110180995,3,23,22,1,0,0,0
21972,20181110180995,4,21,22,1,0,0,0
21973,20181110180997,1,62,18,2,0,0,0
21974,20181110180997,2,62,20,1,0,0,0
21975,20181110181000,1,80,19,2,0,0,0
21976,20181110181010,1,15,18,2,0,0,0
21977,20181110181010,2,43,24,1,0,0,0
21978,20181110181010,3,48,24,2,0,0,0
21979,20181110181010,5,12,25,2,0,0,0
21980,20181110181011,1,70,18,2,0,0,0
21981,20181110181011,2,70,20,1,0,0,0
21982,20181110181014,1,33,18,1,0,0,0
21983,20181110181014,2,33,25,1,0,0,0
21984,20181110181014,3,59,24,2,0,0,0
21985,20181110181023,1,78,19,2,0,0,0
21986,20181110181031,1,42,18,1,0,0,0
21987,20181110181031,2,43,20,2,0,0,0
21988,20181110181031,3,9,22,2,0,0,0
21989,20181110181042,1,62,18,1,0,0,0
21990,20181110181042,2,63,20,2,0,0,0
21991,20181110181044,1,32,18,2,0,0,0
21992,20181110181044,2,4,22,1,0,0,0
21993,20181110181044,3,10,22,2,0,0,0
21994,20181110181046,1,30,18,2,0,0,0
21995,20181110181046,2,31,20,1,0,0,0
21996,20181110181046,3,3,22,1,0,0,0
21997,20181110181046,4,0,22,1,0,0,0
21998,20181110181048,1,27,18,2,0,0,0
21999,20181110181048,2,33,20,1,0,0,0
22000,20181110181048,3,0,22,2,0,0,0
22001,20181110181049,1,79,19,2,0,0,0
22002,20181110181050,1,26,19,2,0,0,0
22003,20181110181050,2,26,20,1,0,0,0
22004,20181110181055,1,18,18,1,0,0,0
22005,20181110181055,2,44,24,2,0,0,0
22006,20181110181055,3,42,24,1,0,0,0
22007,20181110181055,4,13,25,2,0,0,0
22008,20181110181056,1,71,19,1,0,0,0
22009,20181110181059,1,74,19,2,0,0,0
22010,20181110181063,1,41,18,1,0,0,0
22011,20181110181063,2,42,20,2,0,0,0
22012,20181110181063,3,10,22,1,0,0,0
22013,20181110181067,1,74,19,2,0,0,0
22014,20181110181072,1,37,19,1,0,0,0
22015,20181110181074,1,59,18,2,0,0,0
22016,20181110181074,2,21,22,1,0,0,0
22017,20181110181075,1,33,18,2,0,0,0
22018,20181110181075,2,40,20,1,0,0,0
22019,20181110181075,3,8,22,2,0,0,0
22020,20181110181075,4,2,22,2,0,0,0
22021,20181110181081,1,71,18,2,0,0,0
22022,20181110181081,2,49,22,1,0,0,0
22023,20181110181090,1,42,18,1,0,0,0
22024,20181110181090,2,37,20,2,0,0,0
22025,20181110181090,3,13,22,2,0,0,0
22026,20181110181090,4,11,22,2,0,0,0
22027,20181110181090,5,8,22,1,0,0,0
22028,20181110181090,6,6,22,2,0,0,0
22029,20181110181092,1,64,18,2,0,0,0
22030,20181110181092,2,69,20,1,0,0,0
22031,20181110181092,3,28,22,1,0,0,0
22032,20181110181093,1,29,19,1,0,0,0
22033,20181110181101,1,40,18,1,0,0,0
22034,20181110181101,2,38,20,2,0,0,0
22035,20181110181101,3,10,22,1,0,0,0
22036,20181110181101,4,5,22,1,0,0,0
22037,20181110181104,1,54,18,1,0,0,0
22038,20181110181104,2,51,20,2,0,0,0
22039,20181110181104,3,15,22,1,0,0,0
22040,20181110181104,4,17,22,1,0,0,0
22041,20181110181104,5,21,22,2,0,0,0
22042,20181110181104,6,14,22,1,0,0,0
22043,20181110181104,7,12,22,1,0,0,0
22044,20181110181104,8,10,22,1,0,0,0
22045,20181110181105,1,73,18,2,0,0,0
22046,20181110181105,2,72,20,1,0,0,0
22047,20181110181109,1,29,18,1,0,0,0
22048,20181110181109,2,57,24,1,0,0,0
22049,20181110181109,3,54,24,2,0,0,0
22050,20181110181112,1,54,18,2,0,0,0
22051,20181110181112,2,59,20,1,0,0,0
22052,20181110181112,3,26,22,2,0,0,0
22053,20181110181112,4,23,22,1,0,0,0
22054,20181110181116,1,57,19,1,0,0,0
22055,20181110181118,1,60,18,2,0,0,0
22056,20181110181118,2,67,20,1,0,0,0
22057,20181110181125,1,44,18,2,0,0,0
22058,20181110181125,2,15,22,1,0,0,0
22059,20181110181125,4,8,22,2,0,0,0
22060,20181110181129,1,46,18,1,0,0,0
22061,20181110181129,2,29,21,1,0,0,0
22062,20181110181133,1,48,18,2,0,0,0
22063,20181110181133,2,16,22,1,0,0,0
22064,20181110181136,1,55,19,2,0,0,0
22065,20181110181136,2,61,21,1,0,0,0
22066,20181110181141,1,20,18,1,0,0,0
22067,20181110181141,2,67,24,1,0,0,0
22068,20181110181141,3,63,24,2,0,0,0
22069,20181110181141,4,20,25,1,0,0,0
22070,20181110181152,1,73,19,2,0,0,0
22071,20181110181156,1,58,18,2,0,0,0
22072,20181110181156,2,56,20,1,0,0,0
22073,20181110181156,3,22,22,1,0,0,0
22074,20181110181159,1,74,18,2,0,0,0
22075,20181110181159,2,80,20,1,0,0,0
22076,20181110181167,1,52,18,2,0,0,0
22077,20181110181167,2,44,20,1,0,0,0
22078,20181110181167,3,23,22,1,0,0,0
22079,20181110181167,4,17,26,1,0,0,0
22080,20181110181172,1,44,18,2,0,0,0
22081,20181110181172,2,48,20,1,0,0,0
22082,20181110181172,3,20,22,1,0,0,0
22083,20181110181172,4,11,22,2,0,0,0
22084,20181110181172,5,5,22,1,0,0,0
22085,20181110181183,1,24,18,2,0,0,0
22086,20181110181183,2,4,22,1,0,0,0
22087,20181110181183,3,3,22,1,0,0,0
22088,20181110181187,1,51,19,1,0,0,0
22089,20181110181192,1,55,19,2,0,0,0
22090,20181110181193,1,53,19,1,0,0,0
22091,20181110181197,1,30,18,1,0,0,0
22092,20181110181197,2,28,20,2,0,0,0
22093,20181110181198,1,67,19,2,0,0,0
22094,20181110181210,1,46,18,1,0,0,0
22095,20181110181210,2,40,20,2,0,0,0
22096,20181110181210,3,5,22,1,0,0,0
22097,20181110181210,4,2,22,1,0,0,0
22098,20181110181211,1,47,18,2,0,0,0
22099,20181110181211,2,47,20,1,0,0,0
22100,20181110181211,3,17,22,1,0,0,0
22101,20181110181211,4,21,22,2,0,0,0
22102,20181110181211,5,22,30,1,0,0,0
22103,20181110181217,1,64,19,1,0,0,0
22104,20181110181222,1,74,19,2,0,0,0
22105,20181110181224,1,40,18,2,0,0,0
22106,20181110181224,2,40,20,1,0,0,0
22107,20181110181224,3,9,22,2,0,0,0
22108,20181110181224,4,7,22,2,0,0,0
22109,20181110181226,1,18,18,2,0,0,0
22110,20181110181226,2,51,24,2,0,0,0
22111,20181110181226,3,52,24,1,0,0,0
22112,20181110181226,4,14,25,1,0,0,0
22113,20181110181231,1,70,18,1,0,0,0
22114,20181110181231,2,70,20,2,0,0,0
22115,20181110181247,1,36,18,2,0,0,0
22116,20181110181247,2,7,22,1,0,0,0
22117,20181110181251,1,27,19,1,0,0,0
22118,20181110181251,2,36,28,1,22,0,0
22119,20181110181251,3,21,28,1,22,0,0
22120,20181110181251,4,28,28,1,22,0,0
22121,20181110181253,1,49,18,2,0,0,0
22122,20181110181253,2,47,20,1,0,0,0
22123,20181110181258,1,33,18,2,0,0,0
22124,20181110181258,2,35,20,1,0,0,0
22125,20181110181258,3,4,22,1,0,0,0
22126,20181110181258,4,3,22,1,0,0,0
22127,20181110181259,1,69,19,2,0,0,0
22128,20181110181264,1,71,19,1,0,0,0
22129,20181110181265,1,71,19,2,0,0,0
22130,20181110181265,2,80,20,1,60,0,0
22131,20181110181268,1,24,19,1,0,0,0
22132,20181110181270,1,16,18,2,0,0,0
22133,20181110181270,2,47,24,1,0,0,0
22134,20181110181270,3,52,24,2,0,0,0
22135,20181110181270,4,14,25,1,0,0,0
22136,20181110181280,1,50,18,2,0,0,0
22137,20181110181280,2,47,20,1,0,0,0
22138,20181110181280,3,13,22,1,0,0,0
22139,20181110181280,4,8,22,1,0,0,0
22140,20181110181284,1,80,19,2,0,0,0
22141,20181110181286,1,23,19,2,0,0,0
22142,20181110181302,1,15,18,1,0,0,0
22143,20181110181302,2,56,24,2,0,0,0
22144,20181110181302,3,67,24,1,0,0,0
22145,20181110181303,1,56,19,1,0,0,0
22146,20181110181303,2,16,40,1,0,0,0
22147,20181110181313,1,62,18,1,0,0,0
22148,20181110181313,2,65,25,1,0,0,0
22149,20181110181316,1,45,19,1,0,0,0
22150,20181110181317,1,49,18,2,0,0,0
22151,20181110181317,2,49,20,1,0,0,0
22152,20181110181317,3,16,22,2,0,0,0
22153,20181110181317,4,13,22,1,0,0,0
22154,20181110181317,5,11,22,1,0,0,0
22155,20181110181324,1,76,18,2,0,0,0
22156,20181110181324,2,77,20,1,0,0,0
22157,20181110181325,1,47,18,2,0,0,0
22158,20181110181325,2,29,22,1,0,0,0
22159,20181110181325,3,5,23,2,0,0,0
22160,20181110181325,4,0,23,1,0,0,0
22161,20181110181325,5,26,26,2,0,0,0
22162,20181110181328,1,76,18,1,0,0,0
22163,20181110181328,2,75,20,2,0,0,0
22164,20181110181329,1,49,18,2,0,0,0
22165,20181110181329,2,16,22,2,0,0,0
22166,20181110181333,1,34,18,2,0,0,0
22167,20181110181333,2,37,20,1,0,0,0
22168,20181110181333,3,3,22,2,0,0,0
22169,20181110181337,1,46,18,2,0,0,0
22170,20181110181337,2,15,22,1,0,0,0
22171,20181110181337,3,8,22,2,0,0,0
22172,20181110181347,1,45,18,1,0,0,0
22173,20181110181347,2,47,20,2,0,0,0
22174,20181110181347,3,15,22,1,0,0,0
22175,20181110181347,4,12,22,1,0,0,0
22176,20181110181349,1,85,18,1,60,0,0
22177,20181110181349,2,65,20,2,0,0,0
22178,20181110181353,1,22,18,2,0,0,0
22179,20181110181353,2,60,24,1,0,0,0
22180,20181110181353,3,60,24,2,0,0,0
22181,20181110181360,1,65,18,1,0,0,0
22182,20181110181360,2,67,20,2,0,0,0
22183,20181110181362,1,34,18,2,0,0,0
22184,20181110181362,2,32,20,1,0,0,0
22185,20181110181362,3,13,22,1,0,0,0
22186,20181110181362,4,1,22,2,0,0,0
22187,20181110181363,1,37,18,1,0,0,0
22188,20181110181363,2,39,20,2,0,0,0
22189,20181110181363,3,6,22,1,0,0,0
22190,20181110181363,4,4,22,1,0,0,0
22191,20181110181364,1,28,18,1,0,0,0
22192,20181110181364,2,28,28,1,0,0,0
22193,20181110181364,3,28,28,1,0,0,0
22194,20181110181371,1,25,18,2,0,0,0
22195,20181110181371,2,54,24,2,0,0,0
22196,20181110181374,1,43,18,1,0,0,0
22197,20181110181374,2,41,20,2,0,0,0
22198,20181110181374,3,3,22,2,0,0,0
22199,20181110181374,4,12,22,2,0,0,0
22200,20181110181374,5,9,22,2,0,0,0
22201,20181110181381,1,37,18,2,0,0,0
22202,20181110181381,2,35,20,1,0,0,0
22203,20181110181381,3,8,22,1,0,0,0
22204,20181110181381,4,4,22,1,0,0,0
22205,20181110181382,1,50,19,1,0,0,0
22206,20181110181384,1,29,18,2,0,0,0
22207,20181110181384,2,10,22,1,0,0,0
22208,20181110181384,3,5,22,1,0,0,0
22209,20181110181394,1,35,18,1,0,0,0
22210,20181110181394,2,36,20,2,0,0,0
22211,20181110181394,3,8,22,1,0,0,0
22212,20181110181394,4,6,22,1,0,0,0
22213,20181110181394,5,2,22,1,0,0,0
22214,20181110181401,1,72,19,1,0,0,0
22215,20181110181414,1,42,19,1,0,0,0
22216,20181110181415,1,75,19,1,0,0,0
22217,20181110181418,1,70,18,2,0,0,0
22218,20181110181418,2,68,20,1,0,0,0
22219,20181110181421,1,32,18,2,0,0,0
22220,20181110181421,2,33,20,1,0,0,0
22221,20181110181421,3,1,22,2,0,0,0
22222,20181110181428,1,53,19,2,0,0,0
22223,20181110181429,1,62,18,2,0,0,0
22224,20181110181429,2,62,20,1,0,0,0
22225,20181110181443,1,67,18,1,0,0,0
22226,20181110181443,2,47,20,2,0,0,0
22227,20181110181443,3,17,22,2,0,0,0
22228,20181110181443,4,14,22,1,0,0,0
22229,20181110181443,5,12,22,2,0,0,0
22230,20181110181443,6,10,22,2,0,0,0
22231,20181110181444,1,69,18,2,0,0,0
22232,20181110181444,2,71,20,1,0,0,0
22233,20181110181451,1,59,18,1,0,0,0
22234,20181110181451,2,59,20,2,0,0,0
22235,20181110181461,1,58,18,1,0,0,0
22236,20181110181461,2,60,20,2,0,0,0
22237,20181110181470,1,59,18,1,0,0,0
22238,20181110181470,2,58,20,2,0,0,0
22239,20181110181473,1,70,19,2,0,0,0
22240,20181110181474,1,53,18,2,0,0,0
22241,20181110181474,2,59,20,1,0,0,0
22242,20181110181474,3,17,22,1,0,0,0
22243,20181110181479,1,49,18,2,0,0,0
22244,20181110181479,2,57,20,1,0,0,0
22245,20181110181479,3,11,22,1,0,0,0
22246,20181110181479,4,8,22,1,0,0,0
22247,20181110181481,1,70,19,2,0,0,0
22248,20181110181486,1,65,19,2,0,0,0
22249,20181110181487,1,45,18,2,0,0,0
22250,20181110181487,2,48,20,1,0,0,0
22251,20181110181487,3,13,22,2,0,0,0
22252,20181110181487,4,9,22,1,0,0,0
22253,20181110181488,1,46,18,1,0,0,0
22254,20181110181488,2,47,20,2,0,0,0
22255,20181110181490,1,80,19,1,0,0,0
22256,20181110181491,1,39,18,2,0,0,0
22257,20181110181491,2,42,20,1,0,0,0
22258,20181110181491,3,15,22,2,0,0,0
22259,20181110181491,4,14,22,1,0,0,0
22260,20181110181491,5,12,22,1,0,0,0
22261,20181110181491,6,9,22,2,0,0,0
22262,20181110181496,1,66,19,1,0,0,0
22263,20181110181500,1,48,18,1,0,0,0
22264,20181110181500,2,15,22,1,0,0,0
22265,20181110181500,3,13,22,2,0,0,0
22266,20181110181500,4,12,22,2,0,0,0
22267,20181110181512,1,80,19,2,0,0,0
22268,20181110181513,1,60,19,1,0,0,0
22269,20181110181513,2,58,30,2,0,0,0
22270,20181110181519,1,62,19,2,0,0,0
22271,20181110181521,1,65,19,2,0,0,0
22272,20181110181538,1,36,18,2,0,0,0
22273,20181110181538,2,9,22,2,0,0,0
22274,20181110181538,3,31,20,1,0,0,0
22275,20181110181538,4,9,22,2,0,0,0
22276,20181110181538,5,5,22,2,0,0,0
22277,20181110181538,6,7,30,2,0,0,0
22278,20181110181538,7,5,30,1,0,0,0
22279,20181110181538,8,2,30,1,0,0,0
22280,20181110181539,1,55,18,1,0,0,0
22281,20181110181539,2,48,20,2,0,0,0
22282,20181110181539,3,11,22,2,0,0,0
22283,20181110181539,4,8,22,1,0,0,0
22284,20181110181539,5,8,22,2,0,0,0
22285,20181110181540,1,43,18,1,0,0,0
22286,20181110181540,2,46,20,2,0,0,0
22287,20181110181540,3,15,22,2,0,0,0
22288,20181110181540,4,17,22,2,0,0,0
22289,20181110181540,5,8,23,2,0,0,0
22290,20181110181540,6,5,23,1,0,0,0
22291,20181110181540,7,2,23,1,0,0,0
22292,20181110181540,8,1,23,2,0,0,0
22293,20181110181547,1,48,18,1,0,0,0
22294,20181110181547,2,43,25,2,0,0,0
22295,20181110181548,1,29,18,1,0,0,0
22296,20181110181548,2,29,20,2,0,0,0
22297,20181110181548,3,1,22,2,0,0,0
22298,20181110181550,1,63,19,1,0,0,0
22299,20181110181553,1,65,18,2,0,0,0
22300,20181110181553,2,65,20,1,0,0,0
22301,20181110181557,1,73,19,2,0,0,0
22302,20181110181559,1,44,18,2,0,0,0
22303,20181110181559,2,35,20,1,0,0,0
22304,20181110181560,1,63,19,2,0,0,0
22305,20181110181560,2,33,27,2,0,0,0
22306,20181110181560,3,69,21,1,0,0,0
22307,20181110181568,1,25,18,2,0,0,0
22308,20181110181568,2,24,20,1,0,0,0
22309,20181110181568,3,1,22,2,0,0,0
22310,20181110181578,1,17,18,2,0,0,0
22311,20181110181578,2,59,24,1,0,0,0
22312,20181110181578,3,55,24,2,0,0,0
22313,20181110181578,4,20,25,2,0,0,0
22314,20181110181585,1,85,19,2,60,0,0
22315,20181110181586,1,85,19,2,60,0,0
22316,20181110181588,1,35,19,2,0,0,0
22317,20181110181589,1,50,19,1,0,0,0
22318,20181110181590,1,43,18,1,0,0,0
22319,20181110181590,2,36,20,2,0,0,0
22320,20181110181590,3,19,22,1,0,0,0
22321,20181110181590,4,17,22,2,0,0,0
22322,20181110181590,5,16,22,2,0,0,0
22323,20181110181590,6,15,22,2,0,0,0
22324,20181110181590,7,14,22,2,0,0,0
22325,20181110181591,1,38,18,2,0,0,0
22326,20181110181591,2,12,22,2,0,0,0
22327,20181110181592,1,68,18,2,0,0,0
22328,20181110181592,2,69,20,1,0,0,0
22329,20181110181597,1,64,19,1,0,0,0
22330,20181110181602,1,16,18,1,0,0,0
22331,20181110181602,2,46,24,1,0,0,0
22332,20181110181602,3,47,24,2,0,0,0
22333,20181110181602,4,18,25,2,0,0,0
22334,20181110181606,1,69,19,2,0,0,0
22335,20181110181606,2,67,20,1,0,0,0
22336,20181110181607,1,41,18,1,0,0,0
22337,20181110181607,2,36,20,2,0,0,0
22338,20181110181607,3,4,22,1,0,0,0
22339,20181110181607,4,1,22,2,0,0,0
22340,20181110181621,1,71,18,1,0,0,0
22341,20181110181621,2,71,20,2,0,0,0
22342,20181110181621,3,40,22,1,0,0,0
22343,20181110181621,4,3,23,1,0,0,0
22344,20181110181623,1,54,18,1,0,0,0
22345,20181110181623,2,54,20,2,0,0,0
22346,20181110181623,3,10,22,2,0,0,0
22347,20181110181624,1,24,19,1,0,0,0
22348,20181110181625,1,79,19,1,0,0,0
22349,20181110181626,1,38,18,2,0,0,0
22350,20181110181626,2,37,20,1,0,0,0
22351,20181110181626,3,8,22,2,0,0,0
22352,20181110181626,4,3,22,1,0,0,0
22353,20181110181628,1,50,18,1,0,0,0
22354,20181110181628,2,63,20,2,0,0,0
22355,20181110181633,1,28,19,1,0,0,0
22356,20181110181633,2,28,28,2,0,0,0
22357,20181110181637,1,66,18,1,0,0,0
22358,20181110181637,2,63,20,2,0,0,0
22359,20181110181640,1,69,18,2,0,0,0
22360,20181110181640,2,44,22,2,0,0,0
22361,20181110181651,1,48,18,1,0,0,0
22362,20181110181651,2,31,20,2,0,0,0
22363,20181110181651,3,1,22,1,0,0,0
22364,20181110181664,1,38,18,2,0,0,0
22365,20181110181664,2,38,20,1,0,0,0
22366,20181110181665,1,27,18,2,0,0,0
22367,20181110181665,2,9,22,1,0,0,0
22368,20181110181665,3,7,22,1,0,0,0
22369,20181110181665,4,23,25,2,0,0,0
22370,20181110181666,1,29,19,1,0,0,0
22371,20181110181671,1,53,19,1,0,0,0
22372,20181110181672,1,16,18,2,0,0,0
22373,20181110181672,2,51,24,2,0,0,0
22374,20181110181672,3,58,24,1,0,0,0
22375,20181110181676,1,35,18,1,0,0,0
22376,20181110181676,2,64,24,1,0,0,0
22377,20181110181676,3,60,24,2,0,0,0
22378,20181110181676,4,33,25,1,0,0,0
22379,20181110181676,5,25,25,2,0,0,0
22380,20181110181678,1,85,19,2,60,0,0
22381,20181110181682,1,55,18,1,0,0,0
22382,20181110181682,2,55,20,2,0,0,0
22383,20181110181685,1,63,18,1,0,0,0
22384,20181110181685,2,55,20,2,0,0,0
22385,20181110181695,1,31,18,2,0,0,0
22386,20181110181695,2,32,20,1,0,0,0
22387,20181110181695,3,4,22,2,0,0,0
22388,20181110181695,4,2,22,2,0,0,0
22389,20181110181695,5,0,22,1,0,0,0
22390,20181110181703,1,42,18,2,0,0,0
22391,20181110181703,2,43,20,1,0,0,0
22392,20181110181703,3,8,22,1,0,0,0
22393,20181110181703,4,7,22,1,0,0,0
22394,20181110181703,5,3,22,1,0,0,0
22395,20181110181705,1,80,18,1,0,0,0
22396,20181110181705,2,80,20,2,60,0,0
22397,20181110181706,1,60,18,1,0,0,0
22398,20181110181706,2,49,20,2,0,0,0
22399,20181110181706,3,15,22,2,0,0,0
22400,20181110181710,1,60,19,1,0,0,0
22401,20181110181712,1,64,19,2,0,0,0
22402,20181110181716,1,56,18,1,0,0,0
22403,20181110181716,2,52,20,2,0,0,0
22404,20181110181716,3,15,22,1,0,0,0
22405,20181110181737,1,36,18,2,0,0,0
22406,20181110181737,2,17,22,2,0,0,0
22407,20181110181737,3,15,22,2,0,0,0
22408,20181110181737,4,12,22,1,0,0,0
22409,20181110181739,1,68,18,1,0,0,0
22410,20181110181739,2,53,20,2,0,0,0
22411,20181110181746,1,37,18,1,0,0,0
22412,20181110181746,2,35,20,2,0,0,0
22413,20181110181746,3,5,22,1,0,0,0
22414,20181110181752,1,37,18,2,0,0,0
22415,20181110181752,2,42,20,1,0,0,0
22416,20181110181752,3,8,22,1,0,0,0
22417,20181110181752,4,6,22,2,0,0,0
22418,20181110181757,1,47,19,1,0,0,0
22419,20181110181757,2,54,21,2,0,0,0
22420,20181110181766,1,75,18,2,0,0,0
22421,20181110181766,2,73,20,1,0,0,0
22422,20181110181768,1,67,18,2,0,0,0
22423,20181110181768,2,74,20,1,0,0,0
22424,20181110181778,1,46,18,1,0,0,0
22425,20181110181778,2,37,25,2,0,0,0
22426,20181110181778,3,64,26,1,0,0,0
22427,20181110181778,4,63,26,2,0,0,0
22428,20181110181778,5,6,26,1,0,0,0
22429,20181110181778,6,5,26,1,0,0,0
22430,20181110181778,7,5,26,1,0,0,0
22431,20181110181784,1,74,18,1,0,0,0
22432,20181110181784,2,74,20,2,0,0,0
22433,20181110181786,1,37,19,1,0,0,0
22434,20181110181788,1,59,18,1,0,0,0
22435,20181110181788,2,51,20,2,0,0,0
22436,20181110181788,3,19,22,1,0,0,0
22437,20181110181788,4,17,22,1,0,0,0
22438,20181110181794,1,65,19,2,0,0,0
22439,20181110181802,1,16,18,1,0,0,0
22440,20181110181802,2,52,24,2,0,0,0
22441,20181110181802,3,19,25,2,0,0,0
22442,20181110181804,1,37,18,2,0,0,0
22443,20181110181804,2,37,20,1,0,0,0
22444,20181110181804,3,9,22,1,0,0,0
22445,20181110181804,4,7,22,2,0,0,0
22446,20181110181805,1,61,19,2,0,0,0
22447,20181110181819,1,33,18,2,0,0,0
22448,20181110181819,2,76,24,1,0,0,0
22449,20181110181819,3,55,24,2,0,0,0
22450,20181110181819,4,33,20,1,0,0,0
22451,20181110181819,5,8,22,2,0,0,0
22452,20181110181819,6,6,22,1,0,0,0
22453,20181110181819,7,3,22,2,0,0,0
22454,20181110181821,1,57,18,1,0,0,0
22455,20181110181821,2,57,20,2,0,0,0
22456,20181110181828,1,33,18,2,0,0,0
22457,20181110181828,2,10,22,1,0,0,0
22458,20181110181828,3,7,22,1,0,0,0
22459,20181110181830,1,71,18,1,0,0,0
22460,20181110181830,2,67,20,2,0,0,0
22461,20181110181831,1,67,19,1,0,0,0
22462,20181110181841,1,27,18,1,0,0,0
22463,20181110181841,2,67,24,2,0,0,0
22464,20181110181841,3,61,29,1,0,0,0
22465,20181110181848,1,18,18,2,0,0,0
22466,20181110181848,2,57,24,1,0,0,0
22467,20181110181848,3,45,24,2,0,0,0
22468,20181110181848,4,17,25,1,0,0,0
22469,20181110181848,5,14,25,1,0,0,0
22470,20181110181850,1,42,18,1,0,0,0
22471,20181110181850,2,66,24,1,0,0,0
22472,20181110181850,3,63,24,2,0,0,0
22473,20181110181860,1,38,18,2,0,0,0
22474,20181110181860,2,38,20,1,0,0,0
22475,20181110181860,3,3,22,1,0,0,0
22476,20181110181860,4,1,22,2,0,0,0
22477,20181110181863,1,36,18,2,0,0,0
22478,20181110181863,2,37,20,1,0,0,0
22479,20181110181863,4,7,22,2,0,0,0
22480,20181110181863,5,4,22,1,0,0,0
22481,20181110181867,1,44,19,1,0,0,0
22482,20181110181867,2,39,21,2,0,0,0
22483,20181110181869,1,38,18,2,0,0,0
22484,20181110181869,2,38,20,1,0,0,0
22485,20181110181869,3,2,22,1,0,0,0
22486,20181110181869,4,9,22,2,0,0,0
22487,20181110181872,1,62,19,1,0,0,0
22488,20181110181882,1,80,18,1,0,0,0
22489,20181110181882,2,76,20,2,0,0,0
22490,20181110181883,1,35,18,1,0,0,0
22491,20181110181883,2,30,20,2,0,0,0
22492,20181110181886,1,57,18,2,0,0,0
22493,20181110181886,2,21,22,2,0,0,0
22494,20181110181892,1,22,18,1,0,0,0
22495,20181110181892,2,47,26,2,0,0,0
22496,20181110181892,3,18,26,2,0,0,0
22497,20181110181892,4,20,20,2,0,0,0
22498,20181110181893,1,44,18,1,0,0,0
22499,20181110181893,2,22,22,2,0,0,0
22500,20181110181893,3,50,20,2,0,0,0
22501,20181110181898,1,46,18,1,0,0,0
22502,20181110181898,2,44,20,2,0,0,0
22503,20181110181898,3,10,22,1,0,0,0
22504,20181110181898,4,8,22,2,0,0,0
22505,20181110181899,1,17,18,1,0,0,0
22506,20181110181899,2,42,24,1,0,0,0
22507,20181110181899,3,42,24,2,0,0,0
22508,20181110181899,4,12,25,1,0,0,0
22509,20181110181899,5,7,25,1,0,0,0
22510,20181110181904,1,64,18,2,0,0,0
22511,20181110181904,2,65,20,1,0,0,0
22512,20181110181907,1,62,18,2,0,0,0
22513,20181110181907,2,63,20,1,0,0,0
22514,20181110181910,1,72,19,1,0,0,0
22515,20181110181916,1,72,19,1,0,0,0
22516,20181110181917,1,48,18,2,0,0,0
22517,20181110181917,2,49,20,1,0,0,0
22518,20181110181917,3,20,22,1,0,0,0
22519,20181110181917,4,17,22,1,0,0,0
22520,20181110181917,5,13,22,1,0,0,0
22521,20181110181918,1,32,18,2,0,0,0
22522,20181110181918,2,70,24,2,0,0,0
22523,20181110181925,1,74,18,1,0,0,0
22524,20181110181925,2,70,20,2,0,0,0
22525,20181110181927,1,65,19,1,0,0,0
22526,20181110181929,1,19,18,2,0,0,0
22527,20181110181929,2,55,24,2,0,0,0
22528,20181110181929,3,51,24,1,0,0,0
22529,20181110181929,4,24,25,1,0,0,0
22530,20181110181934,1,43,18,2,0,0,0
22531,20181110181934,2,38,20,1,0,0,0
22532,20181110181935,1,58,18,2,0,0,0
22533,20181110181935,2,61,20,1,0,0,0
22534,20181110181940,1,25,18,1,0,0,0
22535,20181110181940,2,26,20,2,0,0,0
22536,20181110181940,3,1,22,2,0,0,0
22537,20181110181941,1,30,18,2,0,0,0
22538,20181110181941,2,31,20,1,0,0,0
22539,20181110181941,3,4,22,2,0,0,0
22540,20181110181949,1,45,18,1,0,0,0
22541,20181110181949,2,43,20,2,0,0,0
22542,20181110181949,3,10,22,1,0,0,0
22543,20181110181949,4,8,22,2,0,0,0
22544,20181110181950,1,85,18,1,60,0,0
22545,20181110181950,2,80,20,2,0,0,0
22546,20181110181955,1,79,18,2,0,0,0
22547,20181110181955,2,60,22,1,0,0,0
22548,20181110181955,3,17,23,2,0,0,0
22549,20181110181955,5,10,23,1,0,0,0
22550,20181110181961,1,41,18,2,0,0,0
22551,20181110181961,2,42,20,1,0,0,0
22552,20181110181961,3,11,22,2,0,0,0
22553,20181110181961,4,9,22,1,0,0,0
22554,20181110181962,1,45,18,1,0,0,0
22555,20181110181962,2,45,20,2,0,0,0
22556,20181110181962,3,12,22,1,0,0,0
22557,20181110181962,4,11,22,1,0,0,0
22558,20181110181963,1,63,19,1,0,0,0
22559,20181110181965,1,29,18,1,0,0,0
22560,20181110181965,2,2,22,2,0,0,0
