,TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
0,20180101180165,59,2,33,-1,0,4,-1,0,0,0,-1
1,20180101180165,64,4,34,2,0,5,-1,0,0,0,0
2,20180101180532,80,4,33,3,0,5,-1,60,0,0,0
3,20180101180532,85,4,34,3,0,6,-1,60,0,0,0
4,20180101180542,80,4,34,2,0,5,-1,60,0,0,0
5,20180101180542,75,2,40,-1,0,6,-1,0,0,0,-1
6,20180101180555,55,4,20,6,1,2,2,0,0,0,0
7,20180101180710,85,4,47,5,0,4,-1,60,0,0,0
8,20180101180817,85,4,44,12,0,7,-1,60,0,0,0
9,20180101180892,76,4,33,5,0,3,-1,0,0,0,0
10,20180101180892,85,4,39,5,0,4,-1,60,0,0,0
11,20180101180892,85,4,40,5,0,5,-1,60,0,0,0
12,20180101180956,75,1,39,-1,0,4,-1,0,0,0,-1
13,20180101181029,85,2,38,-1,0,2,-1,60,0,0,-1
14,20180101181055,62,4,33,10,0,2,-1,0,0,0,0
15,20180101181055,62,4,34,10,0,3,-1,0,0,0,0
16,20180101181055,85,4,47,10,0,4,-1,60,0,0,0
17,20180101181055,85,4,48,10,0,5,-1,60,0,0,0
18,20180101181130,77,4,49,10,0,3,-1,0,0,0,0
19,20180101181184,77,1,33,-1,0,2,-1,0,0,0,-1
20,20180101181198,66,3,43,-1,0,2,-1,0,0,0,-1
21,20180101181223,54,4,20,4,1,2,2,0,0,0,0
22,20180101181314,69,2,47,-1,0,5,-1,0,0,0,-1
23,20180101181314,70,2,48,-1,0,6,-1,0,0,0,-1
24,20180101181314,73,3,44,-1,0,7,-1,0,0,0,-1
25,20180101181414,64,1,41,-1,0,6,-1,0,0,0,-1
26,20180101181449,80,4,33,2,0,7,-1,60,0,0,0
27,20180101181474,56,4,33,5,0,2,-1,0,0,0,0
28,20180101181493,85,2,44,-1,0,2,-1,60,0,0,-1
29,20180101181493,85,3,56,-1,0,3,-1,60,0,0,-1
30,20180101181513,85,4,34,10,0,2,-1,60,0,0,0
31,20180101181551,64,4,24,8,1,2,2,0,0,0,0
32,20180101181564,80,1,48,-1,0,5,-1,0,0,0,-1
33,20180101181648,85,1,20,-1,1,2,2,0,0,0,-1
34,20180101181678,85,4,24,5,1,2,2,60,0,0,0
35,20180101181683,55,4,43,5,0,2,-1,0,0,0,0
36,20180101181710,85,4,24,5,1,2,2,0,0,0,0
37,20180101181738,58,2,20,-1,1,2,2,0,0,0,-1
38,20180101181768,69,4,33,7,0,5,-1,0,0,0,0
39,20180101181768,78,4,41,3,0,6,-1,0,0,0,0
40,20180101181935,80,3,47,-1,0,3,-1,60,0,0,-1
41,20180101182009,85,4,39,5,0,2,-1,60,0,0,0
42,20180101182010,85,4,24,6,1,2,2,0,0,0,0
43,20180101182015,74,2,43,-1,0,2,-1,0,0,0,-1
44,20180101182102,85,4,47,5,0,8,-1,60,0,0,0
45,20180101182177,85,4,33,10,0,3,-1,61,0,0,0
46,20180101182192,85,1,44,-1,0,3,-1,60,0,0,-1
47,20180101182192,85,1,44,-1,0,4,-1,60,0,0,-1
48,20180101182255,47,4,56,2,0,7,-1,0,0,0,0
49,20180101182255,65,4,42,3,0,8,-1,0,0,0,0
50,20180101182255,51,4,24,10,1,2,2,0,0,0,0
51,20180101182255,61,4,24,20,1,3,3,0,0,0,0
52,20180101182262,85,4,33,2,0,3,-1,60,0,0,0
53,20180101182355,80,1,47,-1,0,4,-1,60,0,0,-1
54,20180101182416,80,4,33,7,0,4,-1,60,0,0,0
55,20180101182449,85,4,56,2,0,3,-1,60,0,0,0
56,20180101182480,75,1,49,-1,0,3,-1,0,0,0,-1
57,20180110172107,80,4,39,2,0,3,-1,60,0,0,0
58,20180111170016,60,4,20,2,1,2,2,0,0,0,0
59,20180111170512,76,4,56,2,0,3,-1,0,0,0,0
60,20180111170620,80,4,44,13,0,3,-1,60,0,0,0
61,20180111170625,71,3,56,-1,0,2,-1,42,0,0,-1
62,20180111170625,67,4,41,20,0,3,-1,0,0,0,0
63,20180111170887,76,4,33,2,0,2,-1,0,0,0,0
64,20180111170887,78,4,34,2,0,3,-1,0,0,0,0
65,20180111170961,85,1,34,-1,0,3,-1,60,0,0,-1
66,20180111171209,85,4,43,2,0,3,-1,60,0,0,0
67,20180111171277,67,4,39,10,0,5,-1,0,0,0,0
68,20180111171296,85,4,24,8,1,2,2,0,0,0,0
69,20180111171296,80,4,24,8,1,3,3,0,0,0,0
70,20180111171300,70,4,56,10,0,3,-1,0,0,0,0
71,20180111171300,71,4,33,15,0,4,-1,0,0,0,0
72,20180111171326,85,4,33,15,0,2,-1,60,0,0,0
73,20180111171397,80,3,47,-1,0,3,-1,0,0,0,-1
74,20180111171407,80,4,48,8,0,4,-1,60,0,0,0
75,20180111171419,53,4,20,10,1,2,2,0,0,0,0
76,20180111171436,75,4,33,5,0,5,-1,0,0,0,0
77,20180111171504,80,4,33,5,0,5,-1,0,0,0,0
78,20180111171504,85,4,40,5,0,6,-1,60,0,0,0
79,20180111171611,76,1,42,-1,0,4,-1,0,0,0,-1
80,20180111171699,70,4,44,3,0,3,-1,0,0,0,0
81,20180111171699,80,3,43,-1,0,4,-1,60,0,0,-1
82,20180111171740,85,3,39,-1,0,3,-1,60,0,0,-1
83,20180111171752,80,4,33,2,0,5,-1,60,0,0,0
84,20180111171795,65,3,30,-1,1,2,2,0,0,0,-1
85,20180111171834,74,4,20,2,1,2,2,0,0,0,0
86,20180111171866,85,1,56,-1,0,6,-1,60,0,0,-1
87,20180111171866,85,1,56,-1,0,7,-1,60,0,0,-1
88,20180111171866,85,1,56,-1,0,8,-1,60,0,0,-1
89,20180111171866,60,1,56,-1,0,9,-1,0,0,0,-1
90,20180111171866,85,1,56,-1,0,10,-1,60,0,0,-1
91,20180111171910,65,3,56,-1,0,3,-1,0,0,0,-1
92,20180111171910,74,4,56,3,0,4,-1,0,0,0,0
93,20180111171910,80,4,56,7,0,5,-1,60,0,0,0
94,20180111171910,70,2,56,-1,0,6,-1,0,0,0,-1
95,20180111171914,59,4,33,2,0,6,-1,0,0,0,0
96,20180111172024,70,4,44,4,0,6,-1,0,0,0,0
97,20180111172024,60,4,44,4,0,7,-1,0,0,0,0
98,20180111172153,69,1,34,-1,0,5,-1,0,0,0,-1
99,20180111172257,62,1,33,-1,0,6,-1,0,0,0,-1
100,20180111172266,72,2,44,-1,0,2,-1,0,0,0,-1
101,20180111172280,55,1,33,-1,0,3,-1,0,0,0,-1
102,20180111172280,65,1,34,-1,0,4,-1,0,0,0,-1
103,20180111172333,85,1,41,-1,0,5,-1,60,0,0,-1
104,20180111172375,85,1,34,-1,0,3,-1,60,0,0,-1
105,20180111172416,62,4,25,8,1,3,3,0,0,0,0
106,20180111172515,77,4,33,4,0,5,-1,0,0,0,0
107,20180111172515,85,4,39,6,0,6,-1,60,0,0,0
108,20180112170052,85,4,47,10,0,7,-1,60,0,0,0
109,20180112170147,85,1,47,-1,0,4,-1,60,0,0,-1
110,20180112170501,85,4,20,8,1,2,2,0,0,0,0
111,20180112170562,85,4,33,2,0,2,-1,60,0,0,0
112,20180112170564,80,3,33,-1,0,5,-1,60,0,0,-1
113,20180112170580,76,4,47,3,0,5,-1,0,0,0,0
114,20180112170583,63,4,47,3,0,6,-1,0,0,0,0
115,20180112170586,80,1,56,-1,0,2,-1,60,0,0,-1
116,20180112170586,76,1,56,-1,0,3,-1,0,0,0,-1
117,20180112170586,75,1,56,-1,0,4,-1,0,0,0,-1
118,20180112170586,62,2,56,-1,0,5,-1,0,0,0,-1
119,20180112170586,77,1,56,-1,0,6,-1,0,0,0,-1
120,20180112170606,74,1,33,-1,0,6,-1,0,0,0,-1
121,20180112170606,78,1,34,-1,0,7,-1,0,0,0,-1
122,20180112170617,80,2,47,-1,0,2,-1,60,0,0,-1
123,20180112170627,85,3,33,-1,0,2,-1,60,0,0,-1
124,20180112170627,85,3,34,-1,0,3,-1,60,0,0,-1
125,20180112170653,72,1,56,-1,0,2,-1,0,0,0,-1
126,20180112170675,59,4,33,5,0,6,-1,0,0,0,0
127,20180112170700,80,4,44,4,0,2,-1,60,0,0,0
128,20180112170713,85,4,33,10,0,4,-1,61,0,0,0
129,20180112170743,80,4,43,5,0,2,-1,60,0,0,0
130,20180112170774,85,4,33,5,0,2,-1,60,0,0,0
131,20180112170779,78,1,56,-1,0,5,-1,42,0,0,-1
132,20180112170779,80,1,56,-1,0,6,-1,61,0,0,-1
133,20180112170817,85,2,33,-1,0,2,-1,60,0,0,-1
134,20180112170831,72,1,40,-1,0,6,-1,0,0,0,-1
135,20180112170831,85,1,39,-1,0,7,-1,61,0,0,-1
136,20180112170836,80,4,47,5,0,5,-1,0,0,0,0
137,20180112170848,75,4,34,6,0,2,-1,0,0,0,0
138,20180112170855,85,4,33,3,0,3,-1,60,0,0,0
139,20180112170859,72,4,39,5,0,6,-1,0,0,0,0
140,20180112170886,67,1,34,-1,0,3,-1,0,0,0,-1
141,20180112170957,85,4,24,8,1,2,2,60,0,0,0
142,20180112170988,74,4,47,4,0,5,-1,0,0,0,0
143,20180112171096,80,4,33,2,0,2,-1,60,0,0,0
144,20180112171137,77,4,37,11,0,3,-1,0,0,0,0
145,20180112171139,85,3,20,-1,1,2,2,0,0,0,-1
146,20180112171151,80,3,33,-1,0,2,-1,60,0,0,-1
147,20180112171151,85,3,34,-1,0,3,-1,0,0,0,-1
148,20180112171162,72,4,33,2,0,5,-1,0,0,0,0
149,20180112171270,80,2,56,-1,0,6,-1,60,0,0,-1
150,20180112171320,65,4,33,2,0,6,-1,0,0,0,0
151,20180112171320,70,4,34,2,0,7,-1,0,0,0,0
152,20180112171331,85,1,47,-1,0,4,-1,0,0,0,-1
153,20180112171349,85,4,33,3,0,2,-1,60,0,0,0
154,20180112171350,85,4,47,4,0,4,-1,60,0,0,0
155,20180112171350,85,4,48,4,0,5,-1,60,0,0,0
156,20180112171368,62,1,33,-1,0,2,-1,0,0,0,-1
157,20180112171370,80,4,34,1,0,3,-1,60,0,0,0
158,20180112171413,78,4,33,2,0,6,-1,0,0,0,42
159,20180112171457,68,4,20,37,1,2,2,0,0,0,0
160,20180112171458,85,1,43,-1,0,4,-1,60,0,0,-1
161,20180112171588,85,4,30,9,1,2,2,0,0,0,0
162,20180112171595,64,4,39,4,0,4,-1,0,0,0,0
163,20180112171621,85,4,33,11,0,3,-1,60,0,0,0
164,20180112171623,72,1,41,-1,0,3,-1,0,0,0,-1
165,20180112171625,68,1,33,-1,0,2,-1,0,0,0,-1
166,20180112171651,85,4,39,5,0,3,-1,60,0,0,0
167,20180112171658,75,4,49,2,0,2,-1,0,0,0,0
168,20180112171676,85,4,43,10,0,3,-1,60,0,0,0
169,20180112171677,78,4,35,3,0,2,-1,0,0,0,0
170,20180112171693,80,4,39,3,0,4,-1,60,0,0,0
171,20180112171707,76,4,33,3,0,3,-1,0,0,0,0
172,20180112171715,64,1,33,-1,0,4,-1,0,0,0,-1
173,20180112171716,74,1,49,-1,0,2,-1,0,0,0,-1
174,20180112171717,85,4,24,2,1,4,4,0,0,0,42
175,20180112171799,80,1,36,-1,0,3,-1,60,0,0,-1
176,20180112171818,85,3,39,-1,0,3,-1,60,0,0,-1
177,20180112171832,66,3,34,-1,0,2,-1,0,0,0,-1
178,20180112171865,85,4,39,2,0,3,-1,60,0,0,0
179,20180112171923,85,3,43,-1,0,2,-1,60,0,0,-1
180,20180112171944,85,1,56,-1,0,2,-1,60,0,0,-1
181,20180112171977,85,4,47,10,0,5,-1,0,0,0,0
182,20180112171977,85,4,49,10,0,6,-1,0,0,0,0
183,20180112172016,60,1,38,-1,0,2,-1,0,0,0,-1
184,20180112172042,67,1,39,-1,0,5,-1,0,0,0,-1
185,20180112172042,67,1,40,-1,0,6,-1,0,0,0,-1
186,20180112172071,70,4,35,5,0,3,-1,0,0,0,0
187,20180112172110,85,1,56,-1,0,2,-1,60,0,0,-1
188,20180112172113,60,4,38,5,0,2,-1,0,0,0,0
189,20180112172124,78,4,47,1,0,7,-1,0,0,0,0
190,20180112172165,80,4,33,5,0,6,-1,60,0,0,0
191,20180112172176,74,1,34,-1,0,4,-1,0,0,0,-1
192,20180112172206,50,4,38,5,0,3,-1,0,0,0,0
193,20180112172206,74,3,49,-1,0,4,-1,0,0,0,-1
194,20180112172241,78,1,33,-1,0,7,-1,0,0,0,-1
195,20180112172245,85,4,34,3,0,5,-1,60,0,0,0
196,20180112172272,85,4,33,3,0,2,-1,60,0,0,0
197,20180112172274,85,4,33,5,0,4,-1,0,0,0,0
198,20180112172274,85,4,34,5,0,5,-1,60,0,0,0
199,20180112172274,85,4,39,2,0,6,-1,60,0,0,0
200,20180112172274,85,4,40,2,0,7,-1,60,0,0,0
201,20180112172275,80,4,33,6,0,2,-1,60,0,0,0
202,20180112172278,80,4,34,5,0,2,-1,60,0,0,0
203,20180112172278,80,4,33,5,0,3,-1,60,0,0,0
204,20180112172279,66,1,33,-1,0,3,-1,0,0,0,-1
205,20180112172282,63,3,34,-1,0,4,-1,0,0,0,-1
206,20180112172345,85,4,33,10,0,2,-1,60,0,0,0
207,20180112172367,80,2,34,-1,0,7,-1,60,0,0,-1
208,20180112172367,78,2,33,-1,0,8,-1,0,0,0,-1
209,20180112172380,85,2,44,-1,0,3,-1,0,0,0,-1
210,20180112172384,85,4,33,10,0,3,-1,60,0,0,0
211,20180112172439,74,3,34,-1,0,4,-1,0,0,0,-1
212,20180112172439,63,4,30,15,1,3,3,0,0,0,0
213,20180112172454,67,4,20,23,1,2,2,0,0,0,0
214,20180112172477,85,4,47,2,0,3,-1,60,0,0,0
215,20180112172485,85,2,48,-1,0,3,-1,60,0,0,-1
216,20180112172488,85,4,34,4,0,3,-1,60,0,0,0
217,20180112172514,61,1,33,-1,0,4,-1,0,0,0,-1
218,20180112172514,68,1,34,-1,0,5,-1,0,0,0,-1
219,20180112172519,80,2,56,-1,0,5,-1,60,0,0,-1
220,20180112172519,71,1,56,-1,0,6,-1,0,0,0,-1
221,20180112172526,85,2,33,-1,0,3,-1,60,0,0,-1
222,20180201180026,85,1,43,-1,0,2,-1,0,0,0,-1
223,20180201180029,66,4,33,3,0,2,-1,0,0,0,0
224,20180201180029,68,4,41,5,0,3,-1,0,0,0,0
225,20180201180035,73,1,44,-1,0,4,-1,42,0,0,-1
226,20180201180035,80,1,44,-1,0,5,-1,61,0,0,-1
227,20180201180035,76,1,44,-1,0,6,-1,42,0,0,-1
228,20180201180035,62,1,44,-1,0,7,-1,42,0,0,-1
229,20180201180092,85,2,34,-1,0,2,-1,60,0,0,-1
230,20180201180095,77,4,33,5,0,2,-1,0,0,0,0
231,20180201180102,85,4,33,3,0,3,-1,60,0,0,0
232,20180201180102,85,4,34,3,0,4,-1,60,0,0,0
233,20180201180102,85,4,41,5,0,5,-1,60,0,0,0
234,20180201180116,73,4,34,3,0,4,-1,0,0,0,0
235,20180201180120,85,4,20,2,1,2,2,0,0,0,0
236,20180201180504,85,4,33,8,0,6,-1,60,0,0,0
237,20180201180512,76,4,33,5,0,6,-1,0,0,0,0
238,20180201180517,80,4,43,15,0,3,-1,60,0,0,0
239,20180201180526,85,4,43,15,0,2,-1,60,0,0,0
240,20180201180526,55,3,43,-1,0,3,-1,0,0,0,-1
241,20180201180539,80,2,24,-1,1,2,2,0,0,0,-1
242,20180201180539,47,2,25,-1,1,3,3,0,0,0,-1
243,20180201180573,85,3,39,-1,0,3,-1,60,0,0,-1
244,20180201180613,80,4,33,2,0,4,-1,60,0,0,0
245,20180201180613,85,4,34,2,0,5,-1,0,0,0,0
246,20180201180616,80,3,40,-1,0,4,-1,0,0,0,-1
247,20180201180616,85,4,43,5,0,5,-1,60,0,0,0
248,20180201180634,85,4,33,3,0,3,-1,60,0,0,0
249,20180201180670,68,4,47,2,0,7,-1,42,0,0,0
250,20180201180721,85,4,33,2,0,2,-1,60,0,0,0
251,20180201180733,73,1,48,-1,0,3,-1,0,0,0,-1
252,20180201180739,85,4,33,10,0,3,-1,60,0,0,0
253,20180201180742,68,1,47,-1,0,3,-1,0,0,0,-1
254,20180201180772,67,4,33,2,0,4,-1,0,0,0,0
255,20180201180778,72,4,43,3,0,4,-1,0,0,0,0
256,20180201180863,60,2,56,-1,0,8,-1,0,0,0,-1
257,20180201180863,60,3,56,-1,0,9,-1,0,0,0,-1
258,20180201180904,75,4,35,5,0,3,-1,0,0,0,0
259,20180201180904,67,4,38,2,0,4,-1,0,0,0,0
260,20180201180910,80,1,43,-1,0,4,-1,60,0,0,-1
261,20180201180926,54,4,47,8,0,7,-1,0,0,0,0
262,20180201180938,73,4,49,5,0,8,-1,0,0,0,0
263,20180201180938,85,4,49,5,0,9,-1,60,0,0,0
264,20180201180979,80,4,39,4,0,5,-1,60,0,0,0
265,20180201180979,80,3,40,-1,0,6,-1,60,0,0,-1
266,20180201181003,80,4,33,5,0,3,-1,60,0,0,0
267,20180201181003,80,4,34,5,0,4,-1,60,0,0,0
268,20180201181030,85,4,34,2,0,3,-1,60,0,0,0
269,20180201181053,85,4,24,24,1,3,3,0,0,0,0
270,20180201181106,80,4,39,2,0,4,-1,0,0,0,0
271,20180201181106,80,3,40,-1,0,5,-1,60,0,0,-1
272,20180201181118,78,4,56,2,0,2,-1,0,42,0,42
273,20180201181140,67,4,39,4,0,3,-1,0,0,0,0
274,20180201181140,71,4,40,4,0,4,-1,0,0,0,0
275,20180201181147,71,1,20,-1,1,2,2,0,0,0,-1
276,20180201181162,50,4,34,5,0,3,-1,0,0,0,0
277,20180201181165,85,4,33,8,0,2,-1,60,0,0,0
278,20180201181174,85,4,39,4,0,3,-1,60,0,0,0
279,20180201181189,72,1,43,-1,0,2,-1,0,0,0,-1
280,20180201181202,63,3,33,-1,0,5,-1,0,0,0,-1
281,20180201181202,63,3,34,-1,0,6,-1,0,0,0,-1
282,20180201181202,74,4,44,4,0,7,-1,42,0,0,0
283,20180201181286,70,4,44,5,0,6,-1,0,0,0,0
284,20180201181305,85,4,33,5,0,3,-1,60,0,0,0
285,20180201181345,85,4,48,9,0,4,-1,60,0,0,0
286,20180201181384,66,1,49,-1,0,4,-1,0,0,0,-1
287,20180201181402,85,4,33,19,0,2,-1,60,0,0,0
288,20180201181416,44,4,25,15,1,4,4,0,0,0,0
289,20180201181425,76,3,48,-1,0,8,-1,0,0,0,-1
290,20180201181425,54,4,33,2,0,9,-1,0,0,0,0
291,20180201181426,80,4,33,2,0,4,-1,60,0,0,42
292,20180201181426,85,4,41,2,0,5,-1,0,0,0,42
293,20180201181426,79,4,41,2,0,6,-1,0,0,0,42
294,20180201181456,80,2,49,-1,0,3,-1,60,0,0,-1
295,20180201181456,85,4,39,2,0,4,-1,60,0,0,0
296,20180201181479,85,4,33,2,0,2,-1,60,0,0,42
297,20180201181479,85,1,44,-1,0,3,-1,61,0,0,-1
298,20180201181492,85,4,56,4,0,5,-1,60,0,0,0
299,20180201181492,85,3,56,-1,0,6,-1,0,0,0,-1
300,20180201181515,85,3,56,-1,0,2,-1,61,43,43,-1
301,20180201181521,54,4,43,2,0,3,-1,0,0,0,0
302,20180201181595,85,1,33,-1,0,2,-1,60,0,0,-1
303,20180201181595,85,1,34,-1,0,3,-1,60,0,0,-1
304,20180201181617,74,4,33,3,0,2,-1,0,0,0,0
305,20180201181619,68,4,33,6,0,5,-1,0,0,0,0
306,20180201181624,76,4,33,1,0,5,-1,0,0,0,0
307,20180201181651,79,4,33,9,0,6,-1,0,0,0,0
308,20180201181666,74,1,33,-1,0,2,-1,0,0,0,-1
309,20180201181714,76,4,56,6,0,2,-1,0,0,0,0
310,20180201181714,77,3,56,-1,0,3,-1,0,0,0,-1
311,20180201181714,65,1,56,-1,0,4,-1,0,0,0,-1
312,20180201181714,62,3,56,-1,0,5,-1,0,0,0,-1
313,20180201181714,61,4,56,2,0,6,-1,0,0,0,0
314,20180201181731,65,4,33,16,0,4,-1,0,0,0,0
315,20180201181731,65,4,34,9,0,5,-1,0,0,0,0
316,20180201181731,77,4,44,7,0,6,-1,0,0,0,0
317,20180201181731,78,4,44,7,0,7,-1,0,0,0,0
318,20180201181731,85,4,44,5,0,8,-1,60,0,0,0
319,20180201181782,64,3,20,-1,1,2,2,0,0,0,-1
320,20180201181826,70,3,43,-1,0,2,-1,0,0,0,-1
321,20180201181826,75,3,43,-1,0,3,-1,0,0,0,-1
322,20180201181826,72,4,43,2,0,4,-1,0,0,0,0
323,20180201181841,60,3,43,-1,0,2,-1,0,0,0,-1
324,20180201181841,70,2,43,-1,0,3,-1,0,0,0,-1
325,20180201181891,57,1,47,-1,0,5,-1,0,0,0,-1
326,20180201181891,55,1,48,-1,0,6,-1,0,0,0,-1
327,20180201181919,85,1,39,-1,0,2,-1,60,0,0,-1
328,20180201181923,80,4,33,5,0,3,-1,60,0,0,0
329,20180201181923,54,4,37,4,0,4,-1,0,0,0,0
330,20180201181947,73,4,33,3,0,3,-1,0,0,0,0
331,20180201182045,76,3,43,-1,0,4,-1,0,0,0,-1
332,20180201182051,80,2,33,-1,0,6,-1,60,0,0,-1
333,20180201182071,80,2,24,-1,1,2,2,0,0,0,-1
334,20180201182073,85,2,39,-1,0,3,-1,60,0,0,-1
335,20180201182130,85,3,33,-1,0,3,-1,60,0,0,-1
336,20180201182130,55,4,44,3,0,4,-1,0,0,0,0
337,20180201182138,80,4,38,5,0,2,-1,60,0,0,0
338,20180201182142,78,1,39,-1,0,4,-1,0,0,0,-1
339,20180201182144,75,2,34,-1,0,4,-1,0,0,0,-1
340,20180201182151,75,4,44,3,0,2,-1,0,0,0,0
341,20180201182151,85,4,44,5,0,3,-1,60,0,0,0
342,20180201182224,75,4,44,2,0,2,-1,0,0,0,0
343,20180201182256,70,4,44,2,0,3,-1,0,0,0,0
344,20180201182256,70,4,44,2,0,4,-1,0,0,0,0
345,20180201182297,80,1,43,-1,0,2,-1,60,0,0,-1
346,20180201182333,60,2,44,-1,0,2,-1,0,0,0,-1
347,20180201182333,56,1,44,-1,0,3,-1,0,0,0,-1
348,20180201182333,80,2,44,-1,0,4,-1,60,0,0,-1
349,20180201182348,70,4,34,5,0,5,-1,0,0,0,0
350,20180201182350,65,3,33,-1,0,5,-1,0,0,0,-1
351,20180201182350,85,3,47,-1,0,6,-1,60,0,0,-1
352,20180201182372,80,4,33,5,0,4,-1,60,0,0,0
353,20180201182376,77,4,33,4,0,3,-1,0,0,0,0
354,20180201182376,80,1,41,-1,0,4,-1,0,0,0,-1
355,20180201182390,72,4,28,18,1,2,2,0,0,0,0
356,20180201182399,85,4,41,15,0,2,-1,60,0,0,0
357,20180201182478,70,4,56,3,0,5,-1,0,0,0,0
358,20180201182478,80,2,56,-1,0,6,-1,60,0,0,-1
359,20180201182478,80,1,56,-1,0,7,-1,60,0,0,-1
360,20180201182478,70,3,56,-1,0,8,-1,0,0,0,-1
361,20180201182511,78,3,47,-1,0,3,-1,0,0,0,-1
362,20180202180835,85,4,33,3,0,4,-1,60,0,0,0
363,20180202180835,85,1,44,-1,0,5,-1,60,0,0,-1
364,20180202181377,71,2,26,-1,1,5,5,0,0,0,-1
365,20180202181486,61,4,43,3,0,2,-1,0,0,0,0
366,20180202181784,63,4,20,2,1,2,2,0,0,0,0
367,20180202181799,85,1,44,-1,0,5,-1,60,0,0,-1
368,20180202181799,72,1,44,-1,0,6,-1,0,0,0,-1
369,20180202181799,85,1,44,-1,0,7,-1,60,0,0,-1
370,20180202181860,80,4,44,5,0,2,-1,60,0,0,0
371,20180202181985,85,1,33,-1,0,2,-1,0,0,0,-1
372,20180202182308,85,4,33,5,0,2,-1,60,0,0,0
373,20180202182308,80,4,34,5,0,3,-1,60,0,0,0
374,20180202182308,80,2,41,-1,0,4,-1,0,0,0,-1
375,20180212170106,71,4,20,8,1,2,2,0,0,0,0
376,20180212170126,85,1,43,-1,0,2,-1,0,0,0,-1
377,20180212170530,60,2,49,-1,0,4,-1,0,0,0,-1
378,20180212170612,85,4,33,10,0,3,-1,60,0,0,0
379,20180212170649,80,4,44,2,0,3,-1,0,0,0,0
380,20180212170775,67,4,33,4,0,5,-1,0,0,0,0
381,20180212170787,85,4,44,3,0,3,-1,60,0,0,0
382,20180212170888,85,1,47,-1,0,5,-1,60,0,0,-1
383,20180212170888,74,3,33,-1,0,6,-1,0,0,0,-1
384,20180212170905,85,4,33,2,0,3,-1,60,0,0,0
385,20180212170905,85,4,39,3,0,4,-1,60,0,0,0
386,20180212170949,80,4,41,2,0,3,-1,60,0,0,0
387,20180212170982,76,1,33,-1,0,4,-1,0,0,0,-1
388,20180212170990,71,4,34,4,0,3,-1,0,0,0,0
389,20180212171113,65,1,40,-1,0,4,-1,0,0,0,-1
390,20180212171174,85,4,44,3,0,2,-1,60,0,0,0
391,20180212171177,59,4,33,5,0,6,-1,0,0,0,0
392,20180212171180,79,1,48,-1,0,5,-1,0,0,0,-1
393,20180212171260,85,4,48,10,0,5,-1,60,0,0,0
394,20180212171263,85,3,44,-1,0,6,-1,61,0,0,-1
395,20180212171263,68,3,44,-1,0,7,-1,42,0,0,-1
396,20180212171263,80,3,44,-1,0,8,-1,61,0,0,-1
397,20180212171263,85,3,44,-1,0,9,-1,61,0,0,-1
398,20180212171346,85,3,33,-1,0,4,-1,60,0,0,-1
399,20180212171374,80,4,33,4,0,5,-1,60,0,0,0
400,20180212171523,85,1,56,-1,0,2,-1,60,0,0,-1
401,20180212171532,80,2,43,-1,0,6,-1,60,0,0,-1
402,20180212171618,75,4,33,10,0,2,-1,0,0,0,0
403,20180212171618,79,4,34,7,0,3,-1,0,0,0,0
404,20180212171700,85,4,26,5,1,3,3,0,0,0,0
405,20180212171804,78,4,33,5,0,3,-1,0,0,0,0
406,20180212171875,85,4,47,4,0,5,-1,60,0,0,0
407,20180212171898,65,4,33,7,0,3,-1,0,0,0,0
408,20180212171908,85,4,34,25,0,4,-1,60,0,0,0
409,20180212171930,80,4,33,15,0,3,-1,0,0,0,0
410,20180212171930,80,4,34,15,0,4,-1,60,0,0,0
411,20180212171930,62,1,38,-1,0,5,-1,0,0,0,-1
412,20180212171930,59,1,38,-1,0,6,-1,0,0,0,-1
413,20180212171930,72,4,42,20,0,7,-1,0,0,0,0
414,20180212172049,72,4,33,5,0,3,-1,0,0,0,0
415,20180212172288,65,2,41,-1,0,5,-1,0,0,0,-1
416,20180212172288,73,4,40,10,0,6,-1,0,0,0,0
417,20180212172288,62,4,34,2,0,7,-1,0,0,0,0
418,20180212172288,80,2,44,-1,0,8,-1,0,0,0,-1
419,20180212172391,85,4,34,3,0,5,-1,60,0,0,0
420,20180212172455,79,4,39,3,0,6,-1,0,0,0,0
421,20180212172495,63,4,33,5,0,7,-1,0,0,0,0
422,20180212172495,64,4,34,5,0,8,-1,0,0,0,0
423,20180301180584,73,4,49,4,0,4,-1,0,0,0,0
424,20180301180600,80,4,44,2,0,2,-1,60,0,0,0
425,20180301180600,78,4,33,2,0,3,-1,0,0,0,0
426,20180301180638,80,3,33,-1,0,4,-1,0,0,0,-1
427,20180301180671,85,4,39,10,0,5,-1,0,0,0,0
428,20180301180826,71,1,47,-1,0,3,-1,0,42,0,-1
429,20180301180934,73,1,43,-1,0,2,-1,0,0,0,-1
430,20180301180934,80,1,43,-1,0,3,-1,0,0,0,-1
431,20180301180934,85,1,43,-1,0,4,-1,0,0,0,-1
432,20180301180934,80,1,43,-1,0,5,-1,60,0,0,-1
433,20180301180934,73,1,43,-1,0,6,-1,0,0,0,-1
434,20180301181076,85,4,33,50,0,3,-1,60,0,0,0
435,20180301181077,70,1,44,-1,0,7,-1,0,0,0,-1
436,20180301181077,78,2,49,-1,0,8,-1,0,0,0,-1
