,TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
2246,20181212181687,85,4,24,3,1,2,2,0,0,0,0
2247,20181212181695,80,3,20,-1,1,2,2,60,0,0,-1
2248,20181212181869,85,4,39,9,0,3,-1,60,0,0,0
2249,20181212181879,85,4,47,5,0,5,-1,0,0,0,0
2250,20181212182015,74,4,33,3,0,3,-1,0,0,0,0
2251,20181212182023,80,4,34,3,0,2,-1,0,0,0,0
2252,20181212182023,80,4,41,3,0,3,-1,60,0,0,0
2253,20181212182252,85,4,47,5,0,5,-1,60,0,0,0
2254,20181212182252,80,2,48,-1,0,6,-1,60,0,0,-1
2255,20181212182252,62,4,33,3,0,7,-1,0,0,0,0
2256,20181212182254,80,4,34,2,0,3,-1,60,0,0,0
2257,20181212182323,55,4,26,2,1,4,4,0,0,0,0
2258,20181212182342,80,2,24,-1,1,2,2,0,0,0,-1
2259,20181212182505,85,4,33,2,0,2,-1,60,0,0,0
